sim_time,position
0.032,-0.054327528131365,0.030038940801471955
0.064,-0.11286325570290306,0.030034615524039063
0.064,0.08139295105995592,0.03003694717223855
0.096,0.10775508834588347,0.030041651467855025
0.096,-0.02319818737333909,0.030037623407727646
0.096,-0.004200916086998206,0.030034515069211724
0.128,0.037918664977577315,0.023421530592026597
0.128,-0.041100239815240636,0.02341372168593871
0.128,0.02741557979882756,0.02341426651168765
0.128,0.13792927079350806,0.023431587431053943
0.16,0.057737303097151214,0.016823751240105798
0.16,-0.025096659429004728,0.01681614425713899
0.192,0.1936834109882845,0.010037583435761584
0.192,-0.026475074815645584,0.010029855619077184
0.224,-0.013980211094277595,0.0034621587557174846
0.256,-0.2294482404338265,-0.003288447571209646
0.256,0.08841644852564953,-0.003264890920633332
0.28800000000000003,0.1435192300805323,-0.00976115730879178
0.28800000000000003,0.009968187342478577,-0.009755495249247263
0.32,-0.0946004217868506,-0.016426550715185725
0.352,0.14915690232589993,-0.02277265959870351
0.352,-0.03389626690999412,-0.0227763536083635
0.384,0.06481516491955217,-0.029225643103319522
0.41600000000000004,-0.06779677249070448,-0.035761100058106114
0.448,-0.014074861744420082,-0.04214133355412509
0.48,-0.1389158916660344,-0.048781966830754635
0.512,-0.047837033490482184,-0.055339435520038116
0.544,-0.004409011737781597,-0.06188843888258679
0.5760000000000001,-0.1326472822976898,-0.06873137380408789
0.608,0.011823201449304835,-0.07512735404210984
0.64,-0.04443302239518527,-0.08169452508896428
0.64,0.08752690292329397,-0.0816130123067576
0.672,-0.050683259479930895,-0.08821461945252967
0.704,0.05666599863702086,-0.09491966456676033
0.736,-0.10578692342180827,-0.10145042061453495
0.768,-0.12207254014951452,-0.10802486165322589
0.8,-0.014863975043407487,-0.1145635839267326
0.8320000000000001,-0.1349099460393156,-0.12096406107207214
0.864,-0.09563736727679245,-0.1276535009585942
0.896,0.0941676070425107,-0.13437934421301834
0.928,-0.06945061957923263,-0.140931677524
0.96,0.10553871268200427,-0.14740546834332854
0.992,0.0463231102009595,-0.15382988553775584
1.024,-0.06463157849272097,-0.16065434101033405
1.056,0.19034423179765916,-0.1669876182731618
1.088,0.19080874402383372,-0.17319270788404856
1.12,-0.0691199860637919,-0.1797059747273274
1.12,0.1371007109461828,-0.17947855250802408
1.1520000000000001,-0.01940368608838261,-0.18608689000496534
1.1520000000000001,-0.08786287845701679,-0.18601351360354088
1.184,0.08340243770758604,-0.19228710879994268
1.216,0.11631058923879165,-0.19850930336650024
1.248,-0.01827450062531627,-0.2050280294993042
1.28,0.08141531108164163,-0.21110493980038794
1.312,0.005339611006057204,-0.2175306703232821
1.344,-0.03393725982647525,-0.2238957568879973
1.3760000000000001,0.1693058533962164,-0.23024706348403248
1.408,0.07433572816539691,-0.23655540816352438
1.44,0.05934577274684899,-0.2429559616737048
1.472,-0.15349826384866416,-0.24935871921265873
1.504,-0.020667341646118248,-0.255561241165578
1.536,0.02189371595343198,-0.2617903770688378
1.568,-0.08165883386970266,-0.2686324235987768
1.6,-0.0875062770883897,-0.27490635635505273
1.6320000000000001,-0.21486104819249635,-0.2814487827681948
1.6320000000000001,-0.0012818019937553826,-0.28117506081433286
1.6640000000000001,0.04904901508966991,-0.2873078660496192
1.696,0.05831089329974998,-0.2937643669185063
1.728,0.05901832577608035,-0.2999941105687326
1.76,0.0665172818500287,-0.3062678651704002
1.792,0.05168102951823733,-0.31261766880337577
1.824,0.07230362090113995,-0.31875114944000055
1.856,0.09541460480314473,-0.3248436284742986
1.8880000000000001,-0.06983238627026733,-0.33111693133682124
1.92,-0.05978537475715007,-0.33757300340746416
1.952,-0.064234690101517,-0.3439115156768179
1.984,-0.289439236248105,-0.35016996230926134
2.016,-0.04210034524680972,-0.35644485260072045
2.048,-0.12434855477788678,-0.36268583918109
2.08,0.037176590411996224,-0.3686226931344499
2.112,-0.03271446744053186,-0.3750869554421808
2.144,-0.03603211687128449,-0.38141712833270636
2.144,-0.13336424795372198,-0.38111611705335435
2.176,0.03940695785795556,-0.3872583567082629
2.208,-0.02810714442260348,-0.39341412146071914
2.24,0.03913945170276306,-0.3993648382380914
2.2720000000000002,0.006701820230090638,-0.40539630078417943
2.3040000000000003,-0.1274405198161629,-0.41172291266460925
2.336,0.1534096915881048,-0.4176511327990604
2.336,-0.013427297071399502,-0.41712234055658215
2.368,-0.07463604814951669,-0.4233365160687886
2.368,-0.09956908650714574,-0.42290431818733704
2.4,0.06262669838469609,-0.4288413134055271
2.4,0.06232352889472753,-0.42817259517881484
2.432,0.11264112977044238,-0.43382553095657045
2.432,-0.08794783832673608,-0.43334547296283993
2.464,-0.02843567196019453,-0.4393728569668683
2.464,-0.09199574762484325,-0.43888158193330506
2.496,-0.105011801215322,-0.4450584750454939
2.528,0.0762643755316556,-0.45114005394823226
2.56,-0.052636314370700155,-0.4571357020191399
2.592,0.004953812150418013,-0.4633255427487396
2.624,0.1630879129158085,-0.4690343710675621
2.656,0.11659465136638353,-0.47477760271024266
2.656,-0.045925021792520726,-0.4741321350825004
2.688,0.0191384802478336,-0.4772968040384487
2.72,0.14638883053395946,-0.4829778554538362
2.7520000000000002,0.008273202309802219,-0.4889239783198594
2.7840000000000003,0.0336944483826398,-0.4921099168432289
2.816,-0.06182182684081766,-0.49813447219417867
2.848,0.027494968601936565,-0.5040087829270629
2.88,-0.0030393208034598107,-0.5099652048795281
2.912,-0.10059560828180064,-0.5159217782807287
2.944,-0.025257314834496336,-0.5215406303738208
2.976,-0.07960919223471541,-0.5276076419726092
3.008,-0.009447820044241828,-0.5335262953338459
3.04,-0.11675639273448479,-0.5395979880414379
3.072,-0.1248728859263799,-0.5454408738249307
3.104,0.17971748550601674,-0.5508179172594663
3.136,-0.07947312000563866,-0.5563775871579186
3.136,0.011054369415844811,-0.5554098137801713
3.168,0.02211122774225327,-0.5537342259126145
3.2,-0.1053104176488649,-0.5589351071527684
3.232,-0.09591358763335756,-0.5637898865826684
3.2640000000000002,0.015154801672852991,-0.5695132664304984
3.2960000000000003,-0.02014549617522965,-0.5750276173156356
3.3280000000000003,0.05812364889380506,-0.5792602519684699
3.36,-0.09588277930528533,-0.584655810065053
3.392,-0.046798915931545615,-0.5868311739039512
3.424,-0.0721077802493637,-0.5925444907300711
3.456,-0.041287388997283236,-0.5980227398508248
3.488,-0.04366487651271611,-0.6037669925051828
3.52,-0.02552481816146135,-0.6086785438305524
3.552,0.05961773713718532,-0.6133671454416746
3.584,0.006880573786916644,-0.6170595916597352
3.616,0.09841872272925956,-0.6168211186886216
3.648,-0.047830054108579434,-0.6188618986088029
3.68,-0.040490341160877574,-0.6170862954657113
3.712,-0.02868443417597044,-0.6213794866484563
3.744,-0.16110699282356788,-0.6254272129948282
3.7760000000000002,0.062493713870391265,-0.6284617889307025
3.8080000000000003,0.014847869933161673,-0.6337857674207625
3.84,0.024129438309103524,-0.6325954287034252
3.872,0.03368416453082557,-0.6330311785533864
3.904,0.04434363430380128,-0.6330306827591727
3.936,-0.17259014664225047,-0.6329933931947812
3.968,-0.19436144210391715,-0.6323613842798567
4.0,0.013596027133291888,-0.6376600874388336
4.032,-0.03908833032311576,-0.6430942093372076
4.064,-0.046882093654354695,-0.6432891548862144
4.096,-0.09623721230002091,-0.6454644514976325
4.128,0.04731548612487868,-0.6476813836352122
4.128,-0.06022949212672568,-0.6464631090960055
4.16,-0.014396196067549494,-0.6505269505629598
4.192,-0.07910647251706948,-0.6529587323447434
4.224,0.02238657870401961,-0.6531707328776405
4.256,-0.019600246174396485,-0.6561324046168818
4.288,0.06750756594287965,-0.6542948432601112
4.32,0.01728594855779897,-0.6542368446097073
4.352,0.011435216108547586,-0.6507877483011119
4.384,0.11098288293714131,-0.64907392054026
4.416,-0.10503549235751275,-0.6482429865242844
4.448,-0.00040948797527096126,-0.6427235241419322
4.48,-0.06391716790164248,-0.646575586784986
4.5120000000000005,0.11448652590689445,-0.6456935326515422
4.5440000000000005,-0.047268451276328394,-0.64760360882933
4.5760000000000005,0.22051058500129217,-0.6414497409057409
4.6080000000000005,0.054421450338345556,-0.6423222266098505
4.6080000000000005,0.06501349645684329,-0.6407371699333488
4.64,-0.11097687337994544,-0.6330631604442815
4.64,-0.07808305062850984,-0.631808378155599
4.672,-0.005573870660405045,-0.628269500416669
4.704,0.11833742682022697,-0.6308054662331951
4.736,-0.08882462459312168,-0.6305573155144886
4.768,0.0053326150907592185,-0.6249821250493413
4.8,0.03467034140204317,-0.6278832728686388
4.832,-0.0005849238191419914,-0.6272475710182065
4.864,-0.08288917023011733,-0.6251770528238914
4.896,-0.13826063262428934,-0.6247296656849798
4.928,-0.11371633427247452,-0.6277246025561061
4.928,0.08237396560288368,-0.6260497870538587
4.96,-0.10311045998270985,-0.6311658771524657
4.992,-0.06144667781481106,-0.6266380345985407
5.024,0.01655531452517034,-0.6296050987337987
5.056,-0.04942550647262112,-0.6311070117769422
5.088,0.03347673673717322,-0.6289760723545454
5.12,0.10847857865096555,-0.6292548820670272
5.152,-0.024914730300249932,-0.6263959170181748
5.184,0.04688515950954297,-0.6202111305285627
5.184,-0.06900720167939689,-0.618864778579747
5.216,-0.1764649124839046,-0.6189338076777627
5.216,-0.013240464005075725,-0.6174433545427069
5.248,0.1735791816746104,-0.6182905904677083
5.28,-0.03320153823572314,-0.6175103608146966
5.312,0.10908172213250844,-0.609013472826829
5.344,0.06842457459284224,-0.6086259584753814
5.376,-0.041091008766238835,-0.6031830871932748
5.408,-0.014566715837008637,-0.5989609180958191
5.44,0.024511974519670687,-0.5994231749124905
5.472,-0.0012814147550540556,-0.5989362942691555
5.5040000000000004,-0.026910444474286588,-0.5968912125356538
5.5360000000000005,-0.07058690795733025,-0.5959871491283115
5.5680000000000005,0.03135236663195218,-0.5957177366264628
5.6000000000000005,0.08733781047314648,-0.5974432710560549
5.632,0.10532248710566294,-0.5944856125022363
5.664,0.030182985672829954,-0.5892787200307974
5.696,0.005569429487337962,-0.5835011070116506
5.696,0.1079228985346502,-0.5817035855893934
5.728,0.1577141643569735,-0.5787827076697741
5.76,0.1028962228270045,-0.5734462261669733
5.792,-0.1756964628478127,-0.566171518624634
5.824,-0.10668064488450912,-0.5612363230760617
5.856,0.1946046904266585,-0.5657801871938447
5.888,0.020815035580968755,-0.5698505770467768
5.92,-0.10668466880445626,-0.5618484677173463
5.952,0.08091812949465849,-0.5602571992182562
5.984,-0.09207909251383506,-0.564412295271867
6.016,0.0920676016954387,-0.5603060062594187
6.048,0.013193259495378418,-0.5635360995241693
6.08,-0.11427198646727355,-0.5590006526365819
6.112,-0.009116684215341064,-0.5575210771259067
6.144,-0.13337314703590597,-0.5621225818575611
6.176,-0.07584460408785687,-0.5620751222935907
6.176,0.014795834923213791,-0.5605016383306809
6.208,0.06736825312556183,-0.5647563866490461
6.24,0.1205932693647519,-0.5627840234645622
6.272,0.07946662513434455,-0.5583377845646453
6.304,0.12123389045635069,-0.5516023209847357
6.336,-0.1432983935021721,-0.5474796685989488
6.368,-0.09001849417900121,-0.541713127899232
6.4,-0.07590012601804674,-0.5468711911397424
6.432,0.10703344517294988,-0.5497961856121679
6.464,-0.18399250433873848,-0.552659540609782
6.496,-0.011692352139070494,-0.5469994176080344
6.5280000000000005,-0.1634473454481835,-0.5523421195612274
6.5600000000000005,-0.048702836646076886,-0.5518916757183104
6.5920000000000005,0.04701931537697823,-0.5569561884139711
6.6240000000000006,0.132474488198295,-0.5572010822766112
6.656000000000001,0.08082791601233263,-0.5533487043895865
6.688,-0.0860139356550822,-0.5460932133375425
6.688,0.026835860853416382,-0.5444593530206526
6.72,-0.005338279251844935,-0.5393908008341705
6.752,-0.021727756051200253,-0.5368690521354771
6.784,0.09513846105490242,-0.5356078391369034
6.816,0.11856231753181878,-0.5349792933599978
6.848,0.056901315301607136,-0.5294975284153641
6.88,-0.007655997136263304,-0.5229914699781832
6.912,-0.07176555755917968,-0.5195878716066132
6.944,0.16147408689445586,-0.518524925534623
6.976,0.07058300102661108,-0.5207525438292251
7.008,0.12423809506146433,-0.5127060131732234
7.04,-0.06937100036983823,-0.5090444443092007
7.04,0.060905487864610475,-0.5073730988238044
7.072,0.09405512384593384,-0.5009294585048819
7.072,-0.07453997328990669,-0.4996735931690748
7.104,-0.08667669526066701,-0.496362256407186
7.104,-0.027909908583784726,-0.4949765268420902
7.136,-0.11410744797136485,-0.49795431961548453
7.136,-0.04563843642566778,-0.4966106227059485
7.168,-0.07788262059632745,-0.4976412211279305
7.168,-0.022313938990752735,-0.4962232444292043
7.2,0.16219952433252183,-0.49700061929762096
7.232,-0.10176487627216013,-0.49740167639957567
7.264,0.03717759488315342,-0.48983183243935247
7.296,0.1815606206018282,-0.492509406436553
7.328,-0.006641051594940772,-0.4902919942894067
7.36,0.07196077590044014,-0.48211081070495865
7.392,0.04785273100671816,-0.4814898808661359
7.424,0.12949957424000558,-0.47751207890982106
7.456,-0.1200253728218934,-0.47541590206139267
7.488,-0.0544570462461722,-0.46954969593843465
7.5200000000000005,-0.010266096354625498,-0.474109744118313
7.5520000000000005,0.08359212078182687,-0.47610258093601665
7.5840000000000005,-0.11499545856668913,-0.4763956425030508
7.6160000000000005,0.15519258865604046,-0.4716483215096434
7.648000000000001,-0.004515798401966475,-0.4756492482401124
