sim_time,position
0.032,-0.030040217626460072
0.064,-0.030040217626460072
0.096,-0.030040217626460072
0.096,-0.030040217626460072
0.096,-0.030040217626460072
0.096,-0.030040217626460072
0.128,-0.023429987626460015
0.128,-0.023429987626460015
0.128,-0.023429987626460015
0.16,-0.01682029387645954
0.16,-0.01682029387645954
0.192,-0.010210682626460733
0.192,-0.010210682626460733
0.224,-0.003601277626460467
0.224,-0.003601277626460467
0.256,0.003008127373539799
0.256,0.003008127373539799
0.28800000000000003,0.00961765612354069
0.32,0.016227267373539498
0.352,0.02283679612354039
0.384,0.02944615987353982
0.41600000000000004,0.03605560612354092
0.448,0.04266517612354077
0.448,0.04266517612354077
0.48,0.049274787373539575
0.512,0.055884233623540676
0.544,0.062493597373540107
0.5760000000000001,0.069103126123541
0.5760000000000001,0.069103126123541
0.608,0.0757127373735398
0.64,0.08232226612354068
0.672,0.08893162987354011
0.672,0.08893162987354011
0.704,0.09554107612353933
0.736,0.10215064612353919
0.768,0.10876025737353988
0.768,0.10876025737353988
0.8,0.11536970362354097
0.8320000000000001,0.1219790673735404
0.864,0.12858859612353943
0.864,0.12858859612353943
0.896,0.13519816612353927
0.928,0.141807736123541
0.928,0.141807736123541
0.96,0.14841709987354043
0.992,0.15502654612353967
1.024,0.1616361161235395
1.056,0.16824568612353935
1.088,0.17485517362353942
1.12,0.18146453737354074
1.1520000000000001,0.1880740248735408
1.1520000000000001,0.1880740248735408
1.184,0.19468363612353962
1.216,0.20129316487354051
1.248,0.20790256987354078
1.28,0.21451201612354
1.312,0.2211215448735409
1.344,0.22773115612353972
1.3760000000000001,0.2343406436235398
1.3760000000000001,0.2343406436235398
1.408,0.2409500073735411
1.44,0.2475594948735393
1.44,0.2475594948735393
1.472,0.25416910612354
1.504,0.26077863487354086
1.536,0.26738803987353926
1.568,0.27399744487353955
1.6,0.2806070148735394
1.6,0.2806070148735394
1.6320000000000001,0.2872166261235401
1.6640000000000001,0.29382611362354016
1.6640000000000001,0.29382611362354016
1.696,0.3004354773735396
1.728,0.30704496487353966
1.728,0.30704496487353966
1.76,0.3136545348735395
1.76,0.3136545348735395
1.792,0.32026410487353935
1.824,0.32687350987353964
1.856,0.3334829148735399
1.856,0.3334829148735399
1.8880000000000001,0.3400924436235408
1.92,0.3467020548735396
1.952,0.3533115836235405
1.952,0.3533115836235405
1.984,0.3599209473735399
2.016,0.366530393623541
2.048,0.3731400048735398
2.08,0.37974957487353966
2.08,0.37974957487353966
2.112,0.38635902112354076
2.112,0.38635902112354076
2.144,0.3929683848735402
2.176,0.39957791362354106
2.208,0.4061875248735399
2.24,0.41279705362354074
2.2720000000000002,0.4194064173735402
2.3040000000000003,0.4260158636235394
2.336,0.4326254336235411
2.368,0.4392350448735399
2.4,0.445844491123541
2.432,0.45245385487354045
2.464,0.4590633836235395
2.496,0.4656729948735402
2.528,0.47228252362354106
2.56,0.4788918873735405
2.592,0.4855013336235397
2.592,0.4855013336235397
2.624,0.49211090362353954
2.656,0.49872051487354024
2.688,0.5053299611235395
2.72,0.5119393248735408
2.7520000000000002,0.5185488123735408
2.7840000000000003,0.5251584236235396
2.816,0.5317679523735405
2.848,0.5383773573735408
2.88,0.54498680362354
2.88,0.54498680362354
2.912,0.5515963736235399
2.944,0.5582059436235397
2.976,0.5648154311235397
3.008,0.571424794873541
3.04,0.578034282373541
3.072,0.5846438936235399
3.104,0.5912534223735407
3.136,0.597862827373541
3.168,0.6044722323735394
3.2,0.6108783573735408
3.232,0.6170078598735409
3.2640000000000002,0.6228688661235408
3.2960000000000003,0.6284728848735405
3.3280000000000003,0.63383105362354
3.36,0.6389540561235395
3.392,0.6438520811235405
3.424,0.6485347811235394
3.456,0.6530115611235403
3.488,0.6572914136235395
3.52,0.6613829598735405
3.52,0.6613829598735405
3.552,0.6652944086235403
3.584,0.6690335973735398
3.584,0.6690335973735398
3.616,0.6726080748735398
3.648,0.6760250598735397
3.68,0.6792913998735391
3.712,0.6824137361235392
3.712,0.6824137361235392
3.744,0.6853984623735396
3.7760000000000002,0.6882515186235405
3.8080000000000003,0.6909787211235393
3.84,0.6935856386235397
3.872,0.6960775098735409
3.904,0.698459449873541
3.936,0.7007362023735403
3.968,0.7029125111235409
3.968,0.7029125111235409
4.0,0.7049927073735404
4.032,0.7069810811235409
4.032,0.7069810811235409
4.064,0.7088816748735398
4.096,0.7106983248735397
4.128,0.7124347436235404
4.16,0.7140945198735396
4.16,0.7140945198735396
4.192,0.71568095362354
4.224,0.717197344873541
4.256,0.7186467461235404
4.288,0.7200321273735402
4.32,0.7213562936235406
4.352,0.7226220086235395
4.384,0.7238317886235409
4.416,0.7249881086235402
4.448,0.726093361123541
4.48,0.7271497736235393
4.5120000000000005,0.7281594911235393
4.5440000000000005,0.7291246173735402
4.5760000000000005,0.73004709112354
4.6080000000000005,0.7309288098735396
4.64,0.7317715886235399
4.672,0.7325771186235395
4.704,0.7333470498735399
4.736,0.734082949873541
4.768,0.7347863448735396
4.768,0.7347863448735396
4.8,0.7354586786235406
4.832,0.7361012711235408
4.864,0.7367154836235396
4.896,0.7373025536235392
4.928,0.7378636773735398
4.96,0.73840000987354
4.992,0.738912623623541
5.024,0.7394025911235401
5.056,0.7398709436235394
5.088,0.7403185473735395
5.12,0.7407463923735398
5.152,0.7411553448735408
5.184,0.7415461886235398
5.216,0.7419197898735391
5.248,0.7422768911235408
5.28,0.7426181936235401
5.312,0.74294439862354
5.344,0.7432562073735397
5.376,0.7435542386235404
5.408,0.7438391111235396
5.408,0.7438391111235396
5.44,0.7441113611235407
5.472,0.7443716073735392
5.5040000000000004,0.7446203448735397
5.5360000000000005,0.7448580686235406
5.5680000000000005,0.74508531487354
5.6000000000000005,0.7453024961235404
5.632,0.7455101073735405
5.632,0.7455101073735405
5.664,0.7457085198735404
5.696,0.7458981873735399
5.728,0.74607943987354
5.76,0.7462527311235405
5.792,0.7464183086235407
5.824,0.7465765848735397
5.856,0.7467278898735404
5.888,0.7468725123735411
5.92,0.7470106998735412
5.952,0.7471428236235406
5.984,0.7472634798735408
6.016,0.7473841773735399
6.048,0.7474997598735407
6.048,0.7474997598735407
6.08,0.7476102686235402
6.112,0.7477158686235399
6.144,0.7478168073735411
6.176,0.7479132911235404
6.208,0.7480055261235402
6.24,0.7480936773735399
6.272,0.7481779098735412
6.304,0.7482584298735404
6.336,0.7483354023735411
6.368,0.7484089511235402
6.4,0.7484792823735399
6.432,0.74854647862354
6.464,0.7486107048735401
6.464,0.7486107048735401
6.496,0.7486721261235397
6.5280000000000005,0.7487307836235398
6.5600000000000005,0.7487868836235407
6.5600000000000005,0.7487868836235407
6.5920000000000005,0.7488405086235405
6.6240000000000006,0.7488917411235405
6.6240000000000006,0.7488917411235405
6.656000000000001,0.7489407048735398
6.688,0.7489875236235407
6.688,0.7489875236235407
6.72,0.7490322798735394
6.72,0.7490322798735394
6.752,0.7490750561235411
6.784,0.7491159348735401
6.784,0.7491159348735401
6.816,0.74915499862354
6.848,0.7491923298735405
6.848,0.7491923298735405
6.88,0.7492280111235394
6.912,0.7492621248735405
6.944,0.7492947536235397
6.976,0.7493258973735408
7.008,0.7493557211235397
7.04,0.749384183623541
7.072,0.7494114086235397
7.072,0.7494114086235397
7.104,0.7494373961235398
7.136,0.7494622698735398
7.168,0.7494860298735398
7.2,0.7495087586235397
7.232,0.7495304561235393
7.232,0.7495304561235393
7.264,0.7495512048735403
7.296,0.74957104612354
7.328,0.74958997987354
7.328,0.74958997987354
7.36,0.7496081298735411
7.392,0.7496254548735405
7.424,0.7496419961235409
7.456,0.7496577948735395
7.488,0.7496729336235397
7.5200000000000005,0.7496873711235408
7.5520000000000005,0.7497011898735406
7.5520000000000005,0.7497011898735406
7.5840000000000005,0.7497143898735411
7.6160000000000005,0.7497270123735411
7.648000000000001,0.7497390986235397
7.68,0.7497506073735397
7.712,0.7497616623735399
7.744,0.7497721811235406
7.776,0.7497822461235396
7.808,0.7497918573735407
7.84,0.749801056123541
7.872,0.7498098423735403
7.872,0.7498098423735403
7.904,0.7498182573735397
7.936,0.749826301123541
7.936,0.749826301123541
7.968,0.7498339736235403
8.0,0.7498413161235405
8.0,0.7498413161235405
8.032,0.7498483286235397
8.064,0.7498550111235397
8.096,0.7498614461235403
8.096,0.7498614461235403
8.128,0.74986755112354
8.16,0.7498734086235402
8.16,0.7498734086235402
8.192,0.7498790186235411
8.224,0.7498843398735399
8.256,0.7498894548735401
8.288,0.7498943636235399
8.32,0.7498990248735403
8.352,0.7499034798735403
8.384,0.7499077286235399
8.416,0.74991181237354
8.448,0.7499157311235404
8.48,0.7499194436235403
8.512,0.7499229911235408
8.544,0.7499264148735406
8.576,0.7499296736235408
8.608,0.7499327673735395
8.64,0.7499357373735396
8.672,0.7499385836235408
8.704,0.7499413061235396
8.736,0.7499438636235406
8.768,0.7499463798735408
8.768,0.7499463798735408
8.8,0.7499487311235395
8.832,0.7499509998735404
8.864,0.7499531448735406
8.896,0.74995524862354
8.928,0.7499572286235406
8.96,0.7499590848735407
8.96,0.7499590848735407
8.992,0.7499608998735399
9.024000000000001,0.7499626323735411
9.056000000000001,0.7499642823735407
9.056000000000001,0.7499642823735407
