sim_time,position
0.032,-0.030040217626460072,-0.036636327596450774
0.064,-0.030040217626460072,-0.036729320001874274
0.064,-0.030040217626460072,-0.025978713435507422
0.096,-0.030040217626460072,-0.03000440379488992
0.096,-0.030040217626460072,-0.04528837230030973
0.096,-0.030040217626460072,-0.050190671311386534
0.128,-0.024779027626460528,-0.01009904178063344
0.128,-0.024779027626460528,-0.017414988310846872
0.128,-0.024779027626460528,-0.01999160448187477
0.128,-0.024779027626460528,-0.027657432427897668
0.16,-0.018169251376460263,-0.014526921791002068
0.16,-0.018169251376460263,-0.01563401716855982
0.16,-0.018169251376460263,-0.007983992975417027
0.16,-0.018169251376460263,-0.0042305923327482856
0.192,-0.015358187626460303,-0.018717727555243723
0.192,-0.015358187626460303,-0.009099145016088137
0.224,-0.00874828762645941,-0.018002758853528998
0.224,-0.00874828762645941,-0.02214634341302365
0.256,-0.002534758876460411,0.0065310693669080495
0.28800000000000003,0.004074687373540688,0.0013327493981583286
0.28800000000000003,0.004074687373540688,0.00017999543136230055
0.32,0.010684257373540538,0.02276084268168666
0.352,0.017293827373540387,0.008740901627565897
0.384,0.02390327362353961,0.02094682254115803
0.41600000000000004,0.030512678623539877,0.023674344210301682
0.41600000000000004,0.030512678623539877,0.028241418552803068
0.448,0.03424048237354007,0.029715598463889
0.48,0.03622052362354098,0.03282989372808235
0.512,0.042036856123540176,0.03138752768904444
0.544,0.04834150612354078,0.03326393439974924
0.5760000000000001,0.05495091112353917,0.0660215957553324
0.608,0.06110062612354078,0.05741056339750161
0.64,0.06637683112353993,0.07785150030827395
0.672,0.07205934862353931,0.08220459888234509
0.704,0.07732903612353992,0.0743085438734229
0.736,0.08393856487354082,0.09425314282266362
0.768,0.0905479698735392,0.09198086256212974
0.768,0.0905479698735392,0.08631643095984003
0.8,0.09448767487353994,0.07749935237376496
0.8320000000000001,0.09776168737354066,0.09002509369573768
0.864,0.1043716286235405,0.09852601403291057
0.896,0.11098107487353973,0.11418949082344598
0.928,0.1171314911235405,0.12789110059416717
0.96,0.12374101987353951,0.10333330698486982
0.992,0.1300530536235393,0.14268809331922339
1.024,0.1339254386235393,0.13484950352762878
1.056,0.13930551112354073,0.1385675099439233
1.088,0.14591503987353974,0.14759352856765734
1.12,0.15252448612354083,0.1628577343746376
1.12,0.15252448612354083,0.1453877875706442
1.1520000000000001,0.15770688862354046,0.15937903599594572
1.184,0.16203401362354036,0.16638706888234006
1.216,0.16656965737354,0.1663480833198647
1.248,0.17317926862354066,0.17850930259885367
1.28,0.17893389112353997,0.17034179975936084
1.312,0.18530029237353943,0.18322997902166385
1.344,0.1919099036235401,0.19761506694693762
1.3760000000000001,0.19456306237353918,0.19891288320958744
1.408,0.20117287987354027,0.1979989402642374
1.44,0.20692312987353936,0.21026751805965854
1.472,0.21278991112353968,0.2141554125270678
1.504,0.21939960487354015,0.21323712523467714
1.536,0.2252095023735406,0.22690764637833208
1.568,0.23181898987354066,0.22035766357598577
1.6,0.23614693987354035,0.2427184898132261
1.6320000000000001,0.24275675737353958,0.24856590696168318
1.6320000000000001,0.24275675737353958,0.25020413467631664
1.6640000000000001,0.24761716237353992,0.25764931041616934
1.696,0.2542268561235404,0.2476825215888238
1.728,0.26083621987353983,0.2679447834653942
1.76,0.2674456661235409,0.26188305134195
1.76,0.2674456661235409,0.25490623979441535
1.792,0.2722875498735402,0.2554287147499547
1.792,0.2722875498735402,0.26707002589103895
1.824,0.27850050112354063,0.2762525154792112
1.824,0.27850050112354063,0.289137635977996
1.856,0.28511002987353967,0.28167611384305014
1.856,0.28511002987353967,0.29168333825773846
1.8880000000000001,0.291719393623541,0.295063135213261
1.92,0.2975408411235404,0.30605855804564003
1.92,0.2975408411235404,0.29824466246262016
1.952,0.3041505348735409,0.3113132693557174
1.984,0.3105532361235406,0.3124471471095289
2.016,0.3171626823735398,0.30004685391725494
2.048,0.3237720461235392,0.3237154479110918
2.08,0.3303815748735401,0.3403883256156581
2.112,0.3369911861235408,0.3460448731625325
2.144,0.34360067362354085,0.34781267516444797
2.144,0.34360067362354085,0.34611353674866924
2.176,0.35021007862353926,0.3605903383855425
2.176,0.35021007862353926,0.3516178264156124
2.208,0.3542767098735394,0.35639145970885466
2.24,0.36060198487354045,0.3698037656035742
2.2720000000000002,0.3658237398735401,0.3658416654184552
2.3040000000000003,0.3724334336235406,0.37857877779854454
2.336,0.37824147487354104,0.36748041126869835
2.368,0.3830503173735403,0.4033781109865503
2.4,0.38960023987354064,0.3767828903007858
2.4,0.38960023987354064,0.39984105687429455
2.432,0.39620985112353946,0.41372114716821445
2.464,0.3997099136235397,0.40223276531172225
2.496,0.406319648623541,0.4287662602017195
2.528,0.4129290536235394,0.42154617766704366
2.56,0.41953858237354025,0.4100253696483937
2.592,0.4246105173735393,0.4408081099254118
2.624,0.43122021112353975,0.413311261165377
2.656,0.43565425612353986,0.4270062465436629
2.688,0.44226386737354056,0.4464867032824641
2.72,0.4488733961235396,0.4296314313781435
2.7520000000000002,0.455410283623541,0.45372172169352515
2.7840000000000003,0.4609715673735398,0.4797613348814218
2.7840000000000003,0.4609715673735398,0.4505748036011721
2.816,0.46758105487353985,0.47714136373053806
2.848,0.47419050112354094,0.47705788970002055
2.88,0.4769708748735396,0.4809282688658751
2.912,0.48358089862353926,0.4786526529865149
2.944,0.4901904273735401,0.48265106940581576
2.976,0.49646385112353986,0.48741067189093623
3.008,0.503073297373541,0.5004792893829026
3.04,0.5081427986235396,0.5103630926535377
3.072,0.5137505711235402,0.511298025909145
3.104,0.5192740286235398,0.5256592314121327
3.136,0.52250736862354,0.5253477380025547
3.136,0.52250736862354,0.5265421874509977
3.168,0.5291171036235394,0.5417018270599726
3.168,0.5291171036235394,0.5310514862910068
3.2,0.5312347548735399,0.5341222551910377
3.232,0.53448599737354,0.5426535022759906
3.2640000000000002,0.538803057373541,0.5453234203906292
3.2960000000000003,0.5449757486235399,0.5442452095193532
3.3280000000000003,0.5481736548735405,0.5515327124200906
3.36,0.5519012111235395,0.5445150107622378
3.392,0.5554602198735401,0.5528548118315273
3.424,0.5620699961235404,0.5603840532919905
3.424,0.5620699961235404,0.5640726949091232
3.456,0.5640346511235398,0.5757943773521604
3.488,0.5684502573735405,0.5629399483421058
3.52,0.5716684173735397,0.5569199504153217
3.552,0.5735921523735411,0.572985626608203
3.552,0.5735921523735411,0.5779278825484649
3.584,0.5760314711235398,0.5763689447050107
3.616,0.5787903536235411,0.5769301316888246
3.648,0.5819109986235408,0.5618008775753905
3.68,0.5854198061235396,0.5901524598318495
3.712,0.5871799848735404,0.5720641926865205
3.744,0.5877595886235412,0.5996993113036386
3.744,0.5877595886235412,0.595244267978701
3.7760000000000002,0.5906582673735412,0.5852377115450896
3.7760000000000002,0.5906582673735412,0.5858103399923983
3.8080000000000003,0.594152926123541,0.5731045859562489
3.8080000000000003,0.594152926123541,0.5942820477558572
3.84,0.5958221898735405,0.5893692611648992
3.872,0.5979351798735406,0.587080379664288
3.904,0.6008729223735406,0.6186113641041725
3.904,0.6008729223735406,0.6085874605395597
3.936,0.6052853523735409,0.5892094782238665
3.936,0.6052853523735409,0.6144213344989202
3.968,0.6054544361235408,0.6015815663179634
4.0,0.6090957386235408,0.6118366873096783
4.032,0.6114882386235405,0.6189646378392061
4.064,0.6144930948735408,0.6106350342536055
4.064,0.6144930948735408,0.6081976653706963
4.096,0.6142590011235399,0.6045437386892576
4.128,0.6182634273735415,0.6226665582711254
4.16,0.6223251911235407,0.6414397123148898
4.192,0.62373932362354,0.6142722793811853
4.224,0.6268150473735395,0.6305760224714217
4.256,0.6297005673735401,0.6302603961603077
4.256,0.6297005673735401,0.635167575234518
4.288,0.63031354237354,0.6308987784852896
4.288,0.63031354237354,0.6236763204223871
4.32,0.63101710237354,0.6403936213672806
4.32,0.63101710237354,0.6300905168434013
4.352,0.6373002198735406,0.653917453689401
4.384,0.6434542248735408,0.6521611900357323
4.416,0.6479680886235409,0.6579133297880756
4.448,0.6493073936235397,0.6462104604474225
4.48,0.6513072761235402,0.6439456764836848
4.5120000000000005,0.6548096073735394,0.6477448496118329
4.5440000000000005,0.6546253848735413,0.6504836702030836
4.5760000000000005,0.6545742348735409,0.6532762714572091
4.6080000000000005,0.6557565836235412,0.6656105851249087
4.64,0.6578154123735401,0.6646941503284309
4.672,0.6577121223735402,0.6467081064584866
4.704,0.6571450586235397,0.6774975357100667
4.736,0.6590850048735405,0.6602160675497375
4.736,0.6590850048735405,0.6632840560712789
4.768,0.6599526986235398,0.6617010263390543
4.768,0.6599526986235398,0.6453133592138629
4.8,0.6582481248735412,0.6472832092782034
4.832,0.6618785786235396,0.6745234476628844
4.864,0.6674511648735398,0.6573236527817078
4.896,0.66680432362354,0.6481830402734645
4.928,0.6689853348735401,0.6831551714627279
