sim_time,position
0.032,-0.03004021762646006,-0.00037318652351827904
0.064,-0.03004021762646006,-0.001354997544852479
0.096,-0.03004021762646006,-0.0020499264442356115
0.096,-0.03004021762646006,-0.005188661140399356
0.096,-0.03004021762646006,-0.0065735430855726916
0.128,-0.024778243876459678,-0.0081344261001241
0.128,-0.024778243876459678,-0.01310841871021744
0.128,-0.024778243876459678,-0.016979259956152692
0.16,-0.018168467626459413,-0.014146881205927948
0.16,-0.018168467626459413,-0.013948209375850402
0.192,-0.01199614762646048,-0.01061130748754702
0.192,-0.01199614762646048,-0.011996772558955851
0.224,-0.005386660126460422,-0.01012826503196424
0.256,0.001222703623540886,-0.011087530063449676
0.256,0.001222703623540886,-0.008434662576381003
0.28800000000000003,0.005289664873540167,-0.008945503376223716
0.28800000000000003,0.005289664873540167,-0.005281428511962807
0.32,0.01153338862353984,0.001525183231012612
0.352,0.018142999873540525,0.00452540264734003
0.352,0.018142999873540525,0.010107115884711781
0.384,0.02475240487354079,0.012619388887460855
0.41600000000000004,0.03118517737354056,0.020925422530121723
0.448,0.03779470612353958,0.027041899365836758
0.48,0.04440427612353943,0.03411126565334109
0.512,0.05101380487354032,0.040607722934732915
0.544,0.05762320987354058,0.050021259591215075
0.544,0.05762320987354058,0.054278877801558614
0.5760000000000001,0.06363127237353966,0.060241697578888295
0.5760000000000001,0.06363127237353966,0.06415624256313436
0.5760000000000001,0.06363127237353966,0.06569433965539503
0.608,0.06956104237353945,0.06691167129837947
0.608,0.06956104237353945,0.06920883601807601
0.64,0.07617073612353993,0.07072173792356773
0.64,0.07617073612353993,0.0748721079584482
0.672,0.0796803686235404,0.08429422333290908
0.704,0.08507293987353932,0.08573380468782943
0.736,0.09168246862354021,0.0923051637789755
0.768,0.09829203862354005,0.09789798884187276
0.8,0.1039455986235394,0.10556552155896272
0.8320000000000001,0.10976386987354027,0.10979866955640846
0.864,0.11399026237353939,0.11417588059808027
0.864,0.11399026237353939,0.11843509349439406
0.896,0.11697746362353921,0.12358299774077026
0.928,0.12004233862354083,0.12524923058265863
0.96,0.1252095611235394,0.12896331713259598
0.992,0.13126118362353917,0.13127650518234038
0.992,0.13126118362353917,0.1350541982172221
1.024,0.13604259487353917,0.140464724017893
1.056,0.1426521648735409,0.14485233333847378
1.056,0.1426521648735409,0.1482360612456548
1.088,0.1492615698735393,0.15326489134577165
1.088,0.1492615698735393,0.15443944635196885
1.12,0.15587105737353937,0.15945179051290248
1.12,0.15587105737353937,0.16349584862761685
1.1520000000000001,0.1616607423735402,0.1647125372486678
1.1520000000000001,0.1616607423735402,0.16925147506275492
1.184,0.16827031237354004,0.16729501658141926
1.216,0.17487967612353947,0.16995477801436645
1.248,0.18148912237354056,0.17510282801006385
1.28,0.1880986923735404,0.18093552804208543
1.28,0.1880986923735404,0.18677137717143158
1.312,0.1932017298735397,0.1916955236299005
